Daily Averages - OZONE Time Range: 18/07/2011 00:00 to 19/07/2022 00:00,,,,,
Initial Data,RANDWICK OZONE 1h average,ROZELLE OZONE 1h average,NEWCASTLE OZONE 1h average,WOLLONGONG OZONE 1h average,RICHMOND OZONE 1h average
Date,RANDWICK OZONE 24h average [pphm],ROZELLE OZONE 24h average [pphm],NEWCASTLE OZONE 24h average [pphm],WOLLONGONG OZONE 24h average [pphm],RICHMOND OZONE 24h average [pphm]
02/06/2019,1.1,1.2,0.6,1.8,0.9
03/06/2019,1,1.1,1.3,1.8,1.3
04/06/2019,2,2.1,1.8,,2.6
05/06/2019,1.2,1.2,1.4,1.7,2
06/06/2019,0.7,0.7,0.9,1.6,0.8
07/06/2019,0.1,0.1,0.3,1.2,0.5
08/06/2019,0.1,0.1,0.1,1,0.2
09/06/2019,0.8,0.8,0.8,1.6,0.9
10/06/2019,0.8,1,0.7,1.1,1.2
11/06/2019,0.9,0.6,1.2,1.4,0.9
12/06/2019,0.7,0.7,0.4,1.5,0.3
13/06/2019,1.4,1.4,1.2,1.9,1.8
14/06/2019,0.9,1,0.7,2.1,1
15/06/2019,1.4,1.3,0.6,2.3,1.1
16/06/2019,1.9,1.1,0.8,1.9,1.5
17/06/2019,1.6,1,1.5,2,2
18/06/2019,0.7,0.8,1,1.5,0.7
19/06/2019,1.3,1,1.3,1.7,1.1
20/06/2019,0.8,0.7,1,1.2,0.5
21/06/2019,1.3,1.2,1,1.9,1.1
22/06/2019,2,,1.9,2.6,1.7
23/06/2019,2.4,2,1.6,2.6,2.1
24/06/2019,2.5,1.1,2.3,1.9,2
25/06/2019,2.7,1.2,2.1,1.8,2
26/06/2019,1.9,1.2,2.3,1.8,1.5
27/06/2019,0.9,0.5,1.5,1.2,0.7
28/06/2019,1.3,0.9,1.2,1.1,0.8
29/06/2019,1.1,0.9,0.7,1.6,0.9
30/06/2019,2.1,2.1,0.9,2.6,2.1
01/07/2019,0.8,0.6,0.4,1.3,0.7
02/07/2019,0.3,0.3,0.3,1.2,0.4
03/07/2019,1.7,1.1,1.7,,1.2
04/07/2019,3.1,1.8,3,,1.7
05/07/2019,3.1,1.3,3.1,1.6,1.5
06/07/2019,1.8,1,2,1.3,1.1
07/07/2019,1.6,1.3,1.1,1.4,1.2
08/07/2019,0.7,0.7,0.5,1.8,0.8
09/07/2019,1.4,1.1,0.8,2.1,1.2
10/07/2019,1.2,1.5,1.2,2.3,1.5
11/07/2019,2.1,2.5,2,2.2,2.8
12/07/2019,2,2.2,1.8,1.9,2.5
13/07/2019,2.6,2.7,2.7,3,2.9
14/07/2019,2.2,2.5,2.4,2.8,2.4
15/07/2019,2,2,1.8,2.7,2.4
16/07/2019,1.4,1.4,1.5,2.4,1.3
17/07/2019,1.5,1.7,1.5,,1.7
18/07/2019,1.5,1.4,1.5,,1.8
19/07/2019,1.2,0.9,1.4,2.1,1
20/07/2019,1.1,1,0.8,1.2,0.9
21/07/2019,,1.2,1,1.2,1.4
22/07/2019,,0.9,0.5,1.2,1.1
23/07/2019,1,1.4,0.9,1.3,1.4
24/07/2019,1.8,1.5,2.1,1.7,2.2
25/07/2019,1.4,1.2,1.3,1.4,1.1
26/07/2019,0.5,0.4,0.5,1.4,0.5
27/07/2019,,1.1,1.6,1.5,1.3
28/07/2019,1.1,1,1.1,1.3,1.2
29/07/2019,0.6,0.5,1,1.5,1
30/07/2019,2.2,1.6,1.6,2,1.2
31/07/2019,1.9,1.4,1.9,2,1.5
01/08/2019,0.9,0.6,1.3,1.2,
02/08/2019,0.9,0.6,0.9,1.5,1.1
03/08/2019,1,1,1.2,1.8,1.2
04/08/2019,1.9,1.5,1.1,1.7,1.7
05/08/2019,1.1,1,1.1,1.1,1.3
06/08/2019,0.9,0.6,1.1,1.7,1.1
07/08/2019,1.4,1,0.9,1.7,1.4
08/08/2019,1.8,1.9,1.9,2.3,2.1
09/08/2019,2.6,2.7,2.4,2.9,2.9
10/08/2019,2.6,2.8,2.5,2.9,2.9
11/08/2019,,2.7,2.3,2.8,2.8
12/08/2019,1.8,1.6,1.4,2.5,2.6
13/08/2019,1.3,0.9,1.2,2,1.2
14/08/2019,1.2,0.9,1,1.1,1.5
15/08/2019,1,1,1.2,1.8,1.8
16/08/2019,1.3,1.4,1,1.8,1.7
17/08/2019,2,1.6,1.7,1.7,1.9
18/08/2019,2.1,1.9,1.8,2.6,1.8
19/08/2019,2.5,2.6,2.7,2.9,2.9
20/08/2019,2.1,2.2,2.3,2.8,2
21/08/2019,2,2.2,2.3,2.7,2.8
22/08/2019,2.6,2.5,2.6,2.5,2.7
23/08/2019,2.2,2,1.9,2.2,1.7
24/08/2019,1.8,1.6,1.3,2,1.9
25/08/2019,2.1,2.1,2.3,2,2.3
26/08/2019,3,2.5,2.5,2,2.1
27/08/2019,2.9,2.1,2.2,1.8,2.2
28/08/2019,1.2,1.3,1.8,1.9,2.2
29/08/2019,2.3,1.8,1.8,2.3,1.8
30/08/2019,3.2,2.6,3,2.4,2.7
31/08/2019,2.8,2.3,2.8,2.3,2.7
01/09/2019,2.2,2.1,2.2,1.7,1.8
02/09/2019,1.7,1.4,1.8,1.4,1.6
03/09/2019,1.6,0.9,1.6,1.5,1.7
04/09/2019,1.4,1.4,,1.9,2
05/09/2019,2.9,1.9,,2.1,2.3
06/09/2019,2.4,1.6,2.1,2.6,2.1
07/09/2019,2.7,2.7,2.8,3,3
08/09/2019,2.8,2.7,2.7,2.9,2.9
09/09/2019,2.5,2.4,2.6,2.7,2.7
10/09/2019,2.3,1.9,2.5,2.3,2.4
11/09/2019,1.9,1.7,2,1.7,1.7
12/09/2019,1.8,1.4,1.8,1.7,1.9
13/09/2019,2.6,1.9,2.5,2,2
14/09/2019,1.9,1.7,1.9,2.1,1.9
15/09/2019,2.1,1.7,1.5,1.8,1.6
16/09/2019,1.9,1.9,1.8,1.7,2.1
17/09/2019,2.7,2.3,2.7,2.5,2.4
18/09/2019,2.8,2.2,3.1,2.1,2.4
19/09/2019,2.9,2.4,2.2,2.1,2.1
20/09/2019,2.6,2.3,2.3,2.2,1.7
21/09/2019,2.4,2,2,2.2,2
22/09/2019,2.3,2.1,1.6,1.9,2.2
23/09/2019,2,1.6,2.4,2.2,2.2
24/09/2019,2,1.7,1.9,1.8,1.8
25/09/2019,2.3,1.8,2.6,2.2,2
26/09/2019,2.6,2.1,3,2.2,2.5
27/09/2019,1.7,1.9,1.8,1.8,2.3
28/09/2019,2.9,2.6,2.2,2.5,2.4
29/09/2019,2.9,2.5,2.7,2.7,2.3
30/09/2019,2.7,2.1,3,2.1,2.4
01/10/2019,2.6,2,2.5,2.2,2.1
02/10/2019,2.2,1.4,1.5,1.6,2
03/10/2019,2.6,2.1,1.9,2.7,2.5
04/10/2019,2.7,2.6,2.6,3.1,2.4
05/10/2019,2.8,2.4,2.9,2.1,2.1
06/10/2019,2.6,2.2,2.1,2.5,2.1
07/10/2019,2.8,2.5,2.3,2.2,2.3
08/10/2019,2.1,2,2.4,1.8,2.2
09/10/2019,2.3,2,2.4,2.3,2.5
10/10/2019,2.5,1.9,2.4,2.3,2.3
11/10/2019,2.3,,2.3,1.8,1.7
12/10/2019,2.8,2,2.6,1.9,2
13/10/2019,2.2,1.7,2.3,2.1,2.1
14/10/2019,2.1,1.8,1.8,1.9,1.9
15/10/2019,2.3,1.7,2.3,1.7,2.5
16/10/2019,2.7,2.1,2.3,2.9,2.7
17/10/2019,2.6,2.4,3,2.4,2.7
18/10/2019,2.6,2.3,2.6,2.3,2.6
19/10/2019,2.2,2.3,2.2,2.1,2.2
20/10/2019,2.8,2.2,3,2.4,2.7
21/10/2019,2.4,1.9,2.6,2.3,2.6
22/10/2019,2.1,1.9,2.1,2.3,2.5
23/10/2019,2.5,2,2.4,2,2.7
24/10/2019,3.5,3,2.6,2.4,3
25/10/2019,3.8,2.8,3.4,3.9,2.6
26/10/2019,3.2,3.2,3,3.1,3.1
27/10/2019,2.7,2.4,2.7,2.2,2.6
28/10/2019,1.9,1.4,2.5,1.8,2.1
29/10/2019,2.2,2,2.4,2.6,
30/10/2019,3.2,3,3.3,3.4,
31/10/2019,3,2.7,2.5,3.1,
01/11/2019,2.5,2.5,2,2,3.7
02/11/2019,2.7,2.5,2.3,2.4,3.1
03/11/2019,2.9,2.2,2.2,2.3,2.2
04/11/2019,3.1,2.9,3.1,2.7,3.2
05/11/2019,2.3,2.2,2.5,2.2,2.3
06/11/2019,2.7,2.4,2.1,2.9,2.7
07/11/2019,3.1,2.7,2.3,2.6,3
08/11/2019,2.5,2.5,2.2,1.8,2.2
09/11/2019,2.5,2.3,2.4,2.5,2.7
10/11/2019,2.3,2.2,2.4,2.1,2.2
11/11/2019,2.4,2.7,2.1,2.7,2.8
12/11/2019,2.7,2.7,2.6,2.6,2.6
13/11/2019,2.5,2.4,2.8,2.5,2.6
14/11/2019,2.5,2.3,2.5,2.5,2.9
15/11/2019,3.1,2.8,2.2,3,2.5
16/11/2019,2.5,2.3,2.7,2.3,2.7
17/11/2019,2.4,2.3,2.6,2.2,2.5
18/11/2019,2.4,2.4,2.5,2.3,3.8
19/11/2019,3.6,3.5,3.7,3.4,3.5
20/11/2019,,1.8,,1.9,2.8
21/11/2019,3,3.2,3,3.9,5.2
22/11/2019,2.2,1.5,2.2,1.9,1.8
23/11/2019,2.2,1.9,2.5,1.9,2
24/11/2019,2.4,2.2,2.3,2,2.5
25/11/2019,3.4,,3.1,3.2,2.9
26/11/2019,,3.3,2.6,3.7,2.9
27/11/2019,2.7,2.4,2.6,,2.5
28/11/2019,2.5,2.6,2.7,3,3.6
29/11/2019,3.4,3.6,2.5,3.7,4.5
30/11/2019,2.4,2.3,1.9,1.7,2.5
01/12/2019,2.4,2.1,2.2,2.3,2.7
02/12/2019,2.4,2.5,2.5,2.5,2.6
03/12/2019,4.2,3.7,3,3.2,3.1
04/12/2019,4.1,4.2,4,2.9,3.7
05/12/2019,4.2,3.1,3.9,2.4,2.8
06/12/2019,2.8,2.1,3.3,2.8,3.2
07/12/2019,2.9,2.7,3.1,2.7,3.9
08/12/2019,2.2,1.8,2.7,2.1,2.8
09/12/2019,2.3,2.4,2.1,2.1,3.1
10/12/2019,3,3.8,4,2.4,3.9
11/12/2019,2.2,2.3,2.3,2.3,2.9
12/12/2019,2.4,2.4,2.7,2.1,
13/12/2019,2.1,1.6,2.1,1.7,2.2
14/12/2019,2.3,2.2,2.5,2.5,3.9
15/12/2019,2.7,2.8,2.6,2.2,3.2
16/12/2019,2.1,2.1,1.3,1.7,2.3
17/12/2019,,1.4,1.9,1.6,2.3
18/12/2019,1.7,1.7,1.5,2,2.9
19/12/2019,4.3,4.8,3.8,3.6,2.8
20/12/2019,2,1.9,2.3,1.6,2.3
21/12/2019,3,2.6,2.7,2.2,2.9
22/12/2019,2.4,2.4,2.3,1.7,2.3
23/12/2019,2.1,2.1,2.3,2.1,2.4
24/12/2019,2.3,2.1,2.1,1.5,2
25/12/2019,2.7,2.8,2.8,2.2,2.5
26/12/2019,2.7,2.8,2.4,2.2,2.7
27/12/2019,2.6,2.5,2.3,1.8,2.7
28/12/2019,2.6,2.6,2.3,2.3,3.5
29/12/2019,2.4,2,2.2,1.7,3.6
30/12/2019,2.6,2.1,2.1,1.8,4.9
31/12/2019,3.4,3.3,2.9,2.9,3.7
01/01/2020,2.3,2.5,2.3,2.2,3.1
02/01/2020,2.3,2.3,2.4,2.4,2.9
03/01/2020,2.5,2.4,2.2,2.2,3.2
04/01/2020,5,4.8,4.5,4.1,4.1
05/01/2020,2.5,2.5,2.6,1.5,2.7
06/01/2020,2.3,1.5,2,1.7,1.5
07/01/2020,2.3,2.1,2.3,2.2,2.1
08/01/2020,5.7,5.2,4.9,4.3,4.4
09/01/2020,2.4,2.1,2.6,1.5,2.3
10/01/2020,2.7,2.8,2.6,2.1,3.1
11/01/2020,2.5,2.4,2.2,1.9,2.1
12/01/2020,2.2,1.6,2.5,1.7,1.5
13/01/2020,1.6,1.1,1.8,1.9,2.2
14/01/2020,1.5,1.1,1.7,1.3,2.1
15/01/2020,1.6,1.3,1.8,,1.8
16/01/2020,2.7,2.2,1.9,2.3,2.6
17/01/2020,2.9,2.6,3.8,1.9,2.2
18/01/2020,2.5,2.5,2.6,2.4,2.3
19/01/2020,1.7,1.5,2.3,1.3,1.6
20/01/2020,2.4,1.8,2.4,1.3,2.7
21/01/2020,2.7,2.9,3.7,2.6,3
22/01/2020,2.8,2.9,4.3,2.5,3.2
23/01/2020,3.9,3.2,3.5,3.3,2.8
24/01/2020,2.7,2.3,2.9,2.2,3.1
25/01/2020,2.9,2,2.6,2.2,2.1
26/01/2020,3.8,3.9,2.8,3.5,3.3
27/01/2020,3,3.1,2.6,2.5,3.9
28/01/2020,2.5,1.9,2.3,1.7,3.4
29/01/2020,3.1,2.8,2.8,2.2,3.2
30/01/2020,2.3,2,2.2,2.1,2.8
31/01/2020,2.2,2,1.8,2,3.3
01/02/2020,3.7,3.5,2.9,3.2,3.7
02/02/2020,2.8,2.7,2.8,1.9,3.2
03/02/2020,2.8,2.4,2.7,2.3,2.4
04/02/2020,2.1,2,,2,2.3
05/02/2020,1.9,1.5,1.7,1.7,1.7
06/02/2020,2,1.4,1.8,1.3,1
07/02/2020,2.9,2.3,2.3,2.1,1.9
08/02/2020,2.3,2.1,2.2,1.9,1.8
09/02/2020,2.2,1.8,2,2.1,1.8
10/02/2020,2.7,2,2.1,2.2,2.1
11/02/2020,3,2.9,2.1,2.7,2.4
12/02/2020,2,1.2,1.5,1.4,1.1
13/02/2020,1.7,0.8,1.4,1.3,1.1
14/02/2020,1.8,1.4,1.6,1.5,1.8
15/02/2020,1.7,1.7,1.9,1.4,2.6
16/02/2020,2,1.9,1.9,1.4,2
17/02/2020,1.6,0.9,1.3,0.6,1.4
18/02/2020,2.9,2.6,1.9,2.5,2.7
19/02/2020,2.5,2.5,2.9,2.4,
20/02/2020,2.1,1.9,2.2,1.7,2.2
21/02/2020,2.4,1.7,,1.5,2.3
22/02/2020,2.1,1.4,,1.3,1.6
23/02/2020,2.3,2.2,,1.9,1.5
24/02/2020,2.1,1.7,1.6,2,1.6
25/02/2020,1.9,1.5,1.6,1.6,1.8
26/02/2020,2.3,2.4,1.6,2.2,2.1
27/02/2020,2.3,2,,,2
28/02/2020,2.2,1.8,2.2,1.9,2
29/02/2020,2.2,1.7,1.6,1.7,1.9
01/03/2020,2,2,1.7,1.9,2.1
02/03/2020,2.5,2.5,2.7,2.1,2.3
03/03/2020,2.4,1.8,2.1,1.7,1.6
04/03/2020,2.3,1.6,2.1,1.3,1.2
05/03/2020,2.2,1.7,1.4,1.5,1.2
06/03/2020,2.1,1.8,2,,2.1
07/03/2020,2.4,2.1,2.3,1.7,2.1
08/03/2020,2,1.4,2,1.5,1.7
09/03/2020,2,1.3,2.1,1.4,1.5
10/03/2020,1.8,1,1.8,1.1,1.6
11/03/2020,1.4,1,1.4,1,1.1
12/03/2020,1.7,1.2,1.5,1,1.3
13/03/2020,1.6,1.1,1.2,1.8,1.4
14/03/2020,2.1,1.7,1.5,1.6,1.5
15/03/2020,2.1,1.9,2.2,1.8,1.9
16/03/2020,1.9,1.2,1.5,1.2,1.6
17/03/2020,1.5,1.1,1.4,0.9,1.6
18/03/2020,1.6,1.5,1.5,1.4,1.3
19/03/2020,3.1,2.7,2.1,2.7,1.9
20/03/2020,2.6,2.5,2.3,2.3,2.3
21/03/2020,2.4,2,2.5,1.6,2.1
22/03/2020,2.6,2.6,2.9,2.3,2.5
23/03/2020,2.4,1.8,2.2,1.9,1.9
24/03/2020,1.8,1.4,1.6,1.4,1.3
25/03/2020,1.9,0.8,1.6,1.5,1
26/03/2020,2.4,1.7,1.9,1.9,1.7
27/03/2020,2.5,1.2,1.9,1.5,1.2
28/03/2020,1.6,1,1.7,1.6,1.6
29/03/2020,1.9,1.5,1.8,1.5,1.2
30/03/2020,1,1,0.9,1.9,1.1
31/03/2020,2.1,1.6,2.3,1.9,2
01/04/2020,2.9,1.6,2,1.5,1.8
02/04/2020,2.5,1.5,1.7,1.5,1.2
03/04/2020,1.7,1.3,1.2,1.4,1.3
04/04/2020,2.2,2.3,1.8,2.1,2.3
05/04/2020,1.9,2,1.6,1.8,2
06/04/2020,1.9,1.5,1.9,1.7,1.7
07/04/2020,2.3,1.3,2.2,1.4,1.7
08/04/2020,2.5,1.8,1.9,1.4,0.8
09/04/2020,1.8,1.2,1.9,1.3,1.3
10/04/2020,1.6,1.3,1,1.8,1.1
11/04/2020,2.4,2.2,2.4,2.6,2.2
12/04/2020,2,1.7,2,1.8,1.9
13/04/2020,1.9,1.9,1.3,1.6,1.8
14/04/2020,1.9,1.8,1.2,1.4,2
15/04/2020,2.6,1.9,1.3,1.9,1.4
16/04/2020,1.8,1.8,1.6,1.1,1.6
17/04/2020,2.3,2.2,2,2.2,1.9
18/04/2020,2.2,2,1.8,2.1,1.8
19/04/2020,1.6,1.3,1.8,1.6,1.8
20/04/2020,0.6,0.8,1.5,0.9,1.2
21/04/2020,1.4,1.3,1.1,1.5,1.4
22/04/2020,1.5,1.1,1.6,1.5,1.7
23/04/2020,1.5,1.6,1.4,2.1,1.5
24/04/2020,1.7,1.4,1.6,2.2,1.8
25/04/2020,2.4,2.5,1.6,2.5,1.7
26/04/2020,1.9,2.1,1.4,2.1,1.8
27/04/2020,2,1.4,1.8,1.2,1.3
28/04/2020,2.6,1.6,2.1,2,
29/04/2020,1.8,1.6,1,1.7,1.4
30/04/2020,1.3,1.1,1.2,1.6,1.3
01/05/2020,2.2,2.2,2,1.9,2.4
02/05/2020,2.5,2.6,2.2,2.7,2.7
03/05/2020,1.9,1.9,1.8,2,1.6
04/05/2020,1.8,1.6,1.7,1.6,1.2
05/05/2020,1.4,1.1,1.3,1.4,1.1
06/05/2020,1,0.8,0.6,1.4,1
07/05/2020,0.9,1,0.3,1.2,0.9
08/05/2020,2,1.8,0.7,1.7,1.3
09/05/2020,2.1,2.2,1,2.3,1.8
10/05/2020,2.4,2.3,2.1,2.4,2.2
11/05/2020,1.3,1.1,1.3,1.3,1.1
12/05/2020,1.5,1.4,1,1,1.1
13/05/2020,0.7,0.6,0.7,1.1,0.4
14/05/2020,2.2,1.2,1.8,1.9,1.3
15/05/2020,1.3,0.9,1.6,1.8,1.9
16/05/2020,1.2,0.8,2.1,1.3,1.2
17/05/2020,1.5,0.9,1.8,1,1.2
18/05/2020,1.3,0.6,1.4,1,1
19/05/2020,1.4,1,1.3,1.3,1
20/05/2020,1.5,1.4,0.6,1.4,1
21/05/2020,1,1.2,0.4,1.5,1.2
22/05/2020,1.8,,1.9,2.3,2.1
23/05/2020,2,1.7,1.2,2.3,1.4
24/05/2020,2.4,2.5,2.1,2.6,2.1
25/05/2020,2.3,2.4,1.9,2.6,2.4
26/05/2020,2.6,1.9,2.6,2.1,2.4
27/05/2020,1.2,1,1.6,1.2,1.3
28/05/2020,1,0.8,0.7,1.1,0.9
29/05/2020,0.4,0.3,1.6,1,0.7
30/05/2020,1.5,1.3,1.3,1.5,1
31/05/2020,1.3,1.4,0.4,1.5,0.7
01/06/2020,1.9,2.1,1.4,2,1.8
02/06/2020,1.5,1.6,1.6,2.1,1.7
03/06/2020,1.7,1.9,2,2.2,1.1
04/06/2020,1.8,1.4,1.9,1.8,1.8
05/06/2020,0.5,0.4,1,0.8,0.7
06/06/2020,0.9,0.9,1,1.2,1
07/06/2020,1.3,1.4,1.5,1.7,1.3
08/06/2020,1.8,1.9,2.3,2.3,2
09/06/2020,,,2.7,1.4,1.3
10/06/2020,,,1.5,0.6,0.9
11/06/2020,1.4,1.1,1.3,1.1,1.1
12/06/2020,0.9,0.2,1.8,,1.4
13/06/2020,1.3,1,0.8,,0.7
14/06/2020,1.4,1.4,0.9,,1.5
15/06/2020,1.2,1.1,1.1,,1.3
16/06/2020,1,1.1,0.6,2.2,1.6
17/06/2020,1.9,1.2,1.8,1.6,1.2
18/06/2020,2.6,1.2,2.7,1.1,1.4
19/06/2020,1.1,0.7,1.1,1.3,0.8
20/06/2020,0.9,0.9,0.7,1.7,0.8
21/06/2020,1.3,1.5,0.4,1.7,1.6
22/06/2020,1.2,1.4,1.4,2,1.4
23/06/2020,1.3,1.5,1.5,2.2,1.3
24/06/2020,1.2,1,1.6,2,1.2
25/06/2020,1.5,1.2,1,2.1,1
26/06/2020,1.2,0.9,1.1,1.4,0.8
27/06/2020,1.9,1.1,2.3,2,1.2
28/06/2020,1.8,1.8,2.4,2.1,1.5
29/06/2020,1.3,0.6,1,1.2,1
30/06/2020,0.8,0.6,0.5,1,0.7
01/07/2020,1.1,1,0.4,1.4,0.8
02/07/2020,1.9,2.3,0.8,1.9,1.4
03/07/2020,1.9,1.6,1,2.2,1.9
04/07/2020,1.8,1.9,1.6,2.4,1.9
05/07/2020,1.7,1.6,1.5,2.1,
06/07/2020,1.6,0.9,0.9,1.5,
07/07/2020,1.3,1,1.5,1.6,1
08/07/2020,1,0.5,2.1,,1.3
09/07/2020,1.1,0.5,1.2,,0.7
10/07/2020,0.3,0.3,0.3,0.5,0.5
11/07/2020,0.3,0.4,0.3,0.8,0.6
12/07/2020,0.9,0.9,1.4,1.7,0.9
13/07/2020,1.2,1,1,1.4,1.4
14/07/2020,2.8,2.7,2.3,3,2.9
15/07/2020,2.5,2.5,2.4,2.9,2.5
16/07/2020,2.3,2.3,2.3,2.9,2.2
17/07/2020,2.2,2.1,2.2,2.7,2.5
18/07/2020,1.7,1.5,1.8,2.1,1.6
19/07/2020,1.6,1.7,1.2,1.4,1.4
20/07/2020,2.2,2.2,1.8,2.7,2.5
21/07/2020,1.5,1.5,1.7,1.8,1.3
22/07/2020,0.7,0.6,1,0.9,0.9
23/07/2020,0.9,0.6,0.8,1.6,1
24/07/2020,1.5,0.5,1.1,1.2,1.1
25/07/2020,1.1,0.6,1.1,2,0.8
26/07/2020,2.4,1.6,2.4,2,2
27/07/2020,2.4,2.5,2.1,2.9,3.1
28/07/2020,2.7,2.5,1.5,2.9,2.5
29/07/2020,1.7,1.4,1.8,1.9,0.9
30/07/2020,2,1.9,2.3,1.9,1.6
31/07/2020,1.7,1.2,2.1,2,1.7
01/08/2020,1.2,1.2,0.9,1.3,1
02/08/2020,1.5,1.2,0.9,1.2,1.1
03/08/2020,0.5,0.8,0.8,1.8,1.2
04/08/2020,1.6,1.8,1.1,2,2.2
05/08/2020,2.1,2.4,2.2,2.9,2.7
06/08/2020,2.4,1.7,1.8,2.2,1.6
07/08/2020,1.4,0.3,0.5,2.2,0.5
08/08/2020,0.9,1,0.9,2.4,1.2
09/08/2020,2.1,2.1,1.8,2.7,2
10/08/2020,3.3,3.1,2.7,2.8,3.2
11/08/2020,2.2,1.7,2.1,1.8,2.3
12/08/2020,0.9,0.8,0.5,1.5,0.7
13/08/2020,1.6,1.2,1.2,1.5,1.7
14/08/2020,0.3,0.4,0.2,1.2,0.7
15/08/2020,1.7,1.7,1.6,2.1,2.1
16/08/2020,2.3,2.2,2.3,2.7,2.8
17/08/2020,2.1,1.9,1.7,2.6,1.9
18/08/2020,1.9,2,1.3,1.7,1.8
19/08/2020,2,2.2,2,2.2,2.2
20/08/2020,2.3,2.6,2.5,3,3
21/08/2020,2.3,2.5,2.4,2.6,2.6
22/08/2020,2.6,2.8,2.6,3,2.9
23/08/2020,2.5,2.5,2.4,2.8,2.8
24/08/2020,2.4,2.1,2,2.7,2.8
25/08/2020,1.5,1.3,1.5,1.9,1.7
26/08/2020,1.5,1.4,1.3,1.3,1.2
27/08/2020,1.2,1.3,1.3,2.4,1.9
28/08/2020,2.1,1.9,2.4,2.1,2.5
29/08/2020,1.9,1.7,1.5,1.5,1.4
30/08/2020,1.7,2.2,1.2,2,2.1
31/08/2020,2.9,2.7,2.4,2.7,2.7
01/09/2020,3,2.7,3.2,2.4,2.6
02/09/2020,1.9,1.7,1.2,2.2,1.6
03/09/2020,3.1,3.3,1.8,2.5,2.7
04/09/2020,1.4,1.1,2.3,1,
05/09/2020,1.9,1.6,2.3,2.2,
06/09/2020,2.3,1.9,3,1.7,
07/09/2020,2.3,2,2.5,2.3,
08/09/2020,2.3,1.9,1.9,2,1.7
09/09/2020,2.7,1.8,2.4,2,1.7
10/09/2020,3.3,2.7,3.2,2.5,2.6
11/09/2020,3.1,2.4,2.5,2.5,2.4
12/09/2020,2.2,2.1,1.8,2.1,1.6
13/09/2020,1.6,1.8,1.2,1.9,1.4
14/09/2020,1.9,1.5,1.8,2,2
15/09/2020,2.9,2.4,,1.8,2.1
16/09/2020,1.8,1.6,1.6,1.6,1.9
17/09/2020,2.5,2.3,2.1,2,2.5
18/09/2020,2.9,2.3,3.1,2.4,2.4
19/09/2020,2.2,2,2.5,2.2,1.9
20/09/2020,2.4,2.1,1.7,2,1.9
21/09/2020,2.5,2.7,1.2,2.7,2.5
22/09/2020,2.9,3.1,2.7,3.1,3.3
23/09/2020,2.2,2.4,2.4,2.6,2.8
24/09/2020,2.1,2.6,2.1,2.5,2.6
25/09/2020,2.5,2.7,2,2.3,2.5
26/09/2020,2.6,2.6,2.4,2.7,2.9
27/09/2020,2.8,2.4,2.5,2.5,2.4
28/09/2020,2.6,2,2.4,2.2,2.4
29/09/2020,3.5,2.9,2.3,2.6,2.7
30/09/2020,1.8,2,1.9,2.2,1.9
01/10/2020,2.6,2.4,2.3,2.1,2.8
02/10/2020,2.4,2.1,2.2,1.9,2
03/10/2020,2.6,2.7,2.2,2.2,2.9
04/10/2020,3.1,3,2.7,2.5,3.1
05/10/2020,3.6,3.3,2.4,3.2,3.2
06/10/2020,2.7,2.8,3,2.3,3.1
07/10/2020,2.5,2,2.7,1.6,2.5
08/10/2020,2.5,2.7,2.6,2.2,2.6
09/10/2020,2.2,2.4,2.5,2.1,2.9
10/10/2020,2.7,2.6,2.6,2.9,2.4
11/10/2020,2.8,2.8,2.5,2.7,2.5
12/10/2020,3.2,2.6,2.7,2.5,3.3
13/10/2020,2.5,2.7,2.3,2.7,3.5
14/10/2020,2.9,2.5,2.9,2.5,3.2
15/10/2020,2.4,2.2,2.2,2.6,2.8
16/10/2020,2.8,2.5,2.6,2.2,2.1
17/10/2020,2.5,2.5,2.8,2.4,3.2
18/10/2020,2.7,3,3.3,2.9,3.4
19/10/2020,2.7,2.3,2.5,2.2,2.4
20/10/2020,2.8,2.3,2,2,2.3
21/10/2020,2.3,2.2,2.5,2.1,
22/10/2020,2.4,2.1,1.8,1.8,1.8
23/10/2020,2.8,2.5,2.4,2.1,2.5
24/10/2020,2.5,2.5,2.5,2.4,2.4
25/10/2020,2.6,2.5,2.3,2.1,2.3
26/10/2020,2.9,2.6,2.7,,2.6
27/10/2020,2.7,2.4,2.6,,2.5
28/10/2020,1.9,1.6,1.8,,1.7
29/10/2020,2.3,2.1,1.6,,
30/10/2020,2.3,2.1,2.7,1.9,
31/10/2020,3.4,3.3,3,3,2.4
01/11/2020,2.2,2.1,2.4,2.4,1.9
02/11/2020,2.3,1.7,2.1,1.7,2.1
03/11/2020,1.8,,2.1,1.5,2.1
04/11/2020,2,1.9,1.5,2.1,2
05/11/2020,2.1,1.9,1.6,1.9,1.6
06/11/2020,2,1.8,2,1.9,2.2
07/11/2020,1.8,1.7,2,1.8,2
08/11/2020,2.4,2.1,2.4,2,2.4
09/11/2020,1.9,1.7,1.9,1.7,1.8
10/11/2020,1.8,1.6,1.5,1.8,1.9
11/11/2020,1.9,1.8,1.6,1.5,2
12/11/2020,2.6,2.4,1.9,2.2,2.2
13/11/2020,2.8,2.8,2.1,2.6,2.2
14/11/2020,2.5,2.2,2.5,1.9,1.9
15/11/2020,2.7,2.7,2.3,2.3,2.6
16/11/2020,3.4,2.9,2.9,3.4,3
17/11/2020,,2.3,2.6,2.4,2.7
