Daily Averages - OZONE Time Range: 18/07/2011 00:00 to 19/07/2022 00:00,,,,,
Initial Data,RANDWICK OZONE 1h average,ROZELLE OZONE 1h average,NEWCASTLE OZONE 1h average,WOLLONGONG OZONE 1h average,RICHMOND OZONE 1h average
Date,RANDWICK OZONE 24h average [pphm],ROZELLE OZONE 24h average [pphm],NEWCASTLE OZONE 24h average [pphm],WOLLONGONG OZONE 24h average [pphm],RICHMOND OZONE 24h average [pphm]
30/12/2014,3,2.1,2.1,2.3,2.5
31/12/2014,,2.1,2.1,2.2,2.5
01/01/2015,2.5,1.9,1.7,2.1,2.4
02/01/2015,2.6,1.7,1.7,1.9,2.4
03/01/2015,2.3,1.6,1.6,1.8,2.7
04/01/2015,2.9,2.5,1.8,2.2,2.6
05/01/2015,2.6,1.7,1.8,1.5,2.3
06/01/2015,2.2,1.3,1.4,1.3,1.8
07/01/2015,1.8,1.1,1.3,1.1,1.9
08/01/2015,1.8,1.6,1.6,1.6,2.1
09/01/2015,1.9,1.6,1.3,2.1,2.6
10/01/2015,2.1,1.9,1.4,2.6,2.8
11/01/2015,2.9,2.4,2.7,2,2.2
12/01/2015,2,1.7,2,1.5,1.7
13/01/2015,1.8,1.4,1.6,1.8,2.1
14/01/2015,2.6,2.3,,2.3,2.7
15/01/2015,2.2,2,2.1,2.3,2.5
16/01/2015,2.3,2.2,2.1,1.7,2.8
17/01/2015,3.3,3,3.2,2,2.8
18/01/2015,2.5,2.4,2.5,2.2,2.9
19/01/2015,1.9,1.5,2.1,1.3,1.6
20/01/2015,2,1.6,1.6,1.6,1.9
21/01/2015,2.5,2,2.2,2,2.4
22/01/2015,1.9,1.4,1.8,1.5,1.9
23/01/2015,2.1,1.9,1.6,1.8,2.6
24/01/2015,1.7,1.6,1.4,1.4,2.6
25/01/2015,2.8,2.4,3.4,3.1,2.6
26/01/2015,1.9,1.4,2.1,1.5,1.7
27/01/2015,1.9,0.9,1.6,1.2,1.3
28/01/2015,1.5,1,1.3,,1.5
29/01/2015,1.4,1.2,1.5,1.5,1.6
30/01/2015,1.3,1,1.7,1.1,1.3
31/01/2015,1.5,1.3,2,1.2,2.1
01/02/2015,1.8,1.2,2.1,1.3,1.9
02/02/2015,1.7,1.2,1.6,1.1,1.7
03/02/2015,1.7,1.2,1.7,1.1,1.9
04/02/2015,1.3,1.1,1.4,1.2,1.6
05/02/2015,1.8,1.2,1.7,1,1.3
06/02/2015,1.4,0.7,1.7,1.1,1.3
07/02/2015,1.2,1.1,1.3,1.4,1.5
08/02/2015,2.7,2.4,1.5,2.8,2.8
09/02/2015,2.6,2.3,2.5,1.6,2.3
10/02/2015,1.9,1.1,1.4,1.4,1.9
11/02/2015,2,1.3,1.5,1.3,1.9
12/02/2015,1.8,1.3,1.9,1.6,1.7
13/02/2015,1.6,1.1,1.5,1.4,1.2
14/02/2015,1.4,,1.3,1.4,1.2
15/02/2015,,,1.4,1.9,2.1
16/02/2015,,,1.5,1.4,1.8
17/02/2015,1.6,1.6,1.4,1.4,1.5
18/02/2015,1.6,,1.4,1.5,1.7
19/02/2015,2,,1.5,1.2,1.3
20/02/2015,1.6,1,1.4,1.2,1.3
21/02/2015,2.5,1.6,2.2,1.6,2
22/02/2015,2.2,1.5,1.9,1.6,1.5
23/02/2015,1.9,1.3,1.6,1.2,1.6
24/02/2015,1.7,1.5,1.8,1.4,1.6
25/02/2015,1.7,1.3,1.9,1.4,1.6
26/02/2015,1.5,0.9,1.8,1.5,1.7
27/02/2015,2.5,1.2,2.4,2.1,2.4
28/02/2015,2.2,1.7,1.6,1.8,1.9
01/03/2015,2.6,2.5,2.3,2.7,2.3
02/03/2015,,1.3,1.7,1.4,1.7
03/03/2015,1.8,1.3,1.6,1.9,1.8
04/03/2015,2.5,1.7,2.2,1.7,3.3
05/03/2015,1.7,1.4,2.3,1.6,1.9
06/03/2015,2.5,1.6,2.4,2,1.8
07/03/2015,2.2,1.6,2.3,1.7,2.1
08/03/2015,1.9,1.7,2.6,1.4,2.3
09/03/2015,2.9,3,2.9,3.1,3.2
10/03/2015,2.7,1.8,2.9,2.1,2.9
11/03/2015,2,1.9,2,2.2,2.3
12/03/2015,2.6,2.3,,2,3
13/03/2015,1.9,1.6,,1.6,
14/03/2015,1.5,1.5,1.7,1.9,1.4
15/03/2015,2.2,1.9,1.9,2,1.8
16/03/2015,2.4,1.3,,1.5,1.7
17/03/2015,1.6,1.3,1.2,1.5,1.2
18/03/2015,1.7,1.4,1.7,1.5,2.2
19/03/2015,2.6,2.2,2.9,2.1,2.6
20/03/2015,1.9,1.6,2.1,1.3,2.1
21/03/2015,2.5,1.9,2.5,1.8,1.8
22/03/2015,2.3,1.4,2.5,1.5,1.4
23/03/2015,1.8,1.5,1.6,2,1.4
24/03/2015,1.9,1.2,1.8,1.1,0.9
25/03/2015,2.1,1.4,2.1,1.6,1.8
26/03/2015,2.1,1.5,2,2.2,2.1
27/03/2015,1.9,1.8,2.2,2.2,2.2
28/03/2015,2,1.7,2.1,1.8,2
29/03/2015,2.1,1.8,2.1,2.1,2
30/03/2015,1.9,1.3,1.6,1.2,2
31/03/2015,2.2,1.2,2.3,1.3,1.7
01/04/2015,1.6,1.2,1.2,1.6,1.3
02/04/2015,1.9,1.4,1.1,2,1.6
03/04/2015,2.3,1.7,2.5,1.7,1.7
04/04/2015,2.7,2,2.3,2.1,1.9
05/04/2015,2.1,1.8,2,1.7,2
06/04/2015,1.6,1.7,1.7,1.9,1.5
07/04/2015,1.6,1.7,1.7,1.9,1.9
08/04/2015,1.8,1.8,1.9,2.2,2.2
09/04/2015,2.1,1.7,1.9,1.9,2
10/04/2015,1.3,1.1,1.6,1.5,1.3
11/04/2015,1.3,1.1,1.6,1.3,1.4
12/04/2015,1.7,1.4,1.8,1.4,1.3
13/04/2015,1.7,1.3,2.1,1.5,1.9
14/04/2015,1.9,1.4,1.6,1.7,1.9
15/04/2015,1.5,1.3,1.3,1.9,2
16/04/2015,2.4,2.2,2,2.6,2.2
17/04/2015,2.8,1.4,2.6,1.5,1.7
18/04/2015,2,1.8,1,2,1.6
19/04/2015,1.9,1.8,1.9,1.9,2
20/04/2015,2.4,2,2.1,1.9,2.1
21/04/2015,2.7,2.4,2.6,2,2.4
22/04/2015,2.1,1.9,1.7,1.7,2.2
23/04/2015,1.3,0.8,1.3,1,1.4
24/04/2015,0.8,0.8,0.9,1,1.2
25/04/2015,1.6,1.3,1.8,1.8,1.5
26/04/2015,1.1,1.2,1.6,1.5,1.5
27/04/2015,1.6,1.1,1.3,1.2,1.3
28/04/2015,1.6,0.9,2.1,1.4,1.2
29/04/2015,1.5,0.8,1.9,1.3,1
30/04/2015,2.3,1.1,1.7,0.8,1.3
01/05/2015,1.9,0.7,1.7,1,1.5
02/05/2015,2.3,1.5,2.2,1.1,1.5
03/05/2015,2.2,1.9,2.4,1.7,1.8
04/05/2015,1.5,0.9,1.2,1.6,1.5
05/05/2015,1.3,1.4,0.9,1.3,1.7
06/05/2015,2.2,2.1,2,2.6,2.6
07/05/2015,1.7,1.9,1.7,2.4,1.7
08/05/2015,1.3,1.2,1.1,2.1,1.2
09/05/2015,1.4,1.3,1.3,2.1,1.2
10/05/2015,1.8,2.1,1.8,2,1.9
11/05/2015,1.5,1.6,1.8,2.1,2
12/05/2015,1.3,1.5,1.3,2.2,1.7
13/05/2015,2,1.8,1.4,2.2,2.5
14/05/2015,1.3,1,1.6,2,1.5
15/05/2015,1.6,1.1,1.6,1.5,1.2
16/05/2015,2.1,1,1.6,1.3,1.6
17/05/2015,0.9,0.7,1.3,1.1,1.1
18/05/2015,0.7,0.2,1.3,1,
19/05/2015,0.4,0.3,0.4,0.9,
20/05/2015,1.1,1,1.2,1.1,1.1
21/05/2015,1.5,1.5,1.8,1.9,1.4
22/05/2015,2.5,1.8,2.4,2,2.2
23/05/2015,1.7,1.3,1.9,1.7,1.9
24/05/2015,0.9,0.7,1.3,0.9,1
25/05/2015,0.2,0.3,0.5,1,0.4
26/05/2015,0.6,0.4,0.5,0.8,0.5
27/05/2015,0.4,0.2,0.4,1,0.6
28/05/2015,0.6,0.5,0.5,0.9,0.6
29/05/2015,0.6,0.5,0.5,1,1.1
30/05/2015,0.4,0.4,0.4,2,
31/05/2015,0.7,0.8,0.7,1.7,0.7
01/06/2015,1.8,1.5,1.8,2.2,2.3
02/06/2015,1.6,1.1,1.2,1.9,
03/06/2015,0.8,0.6,0.7,1.2,
04/06/2015,0.6,0.5,0.4,0.8,0.6
05/06/2015,0.8,0.8,0.8,2,1
06/06/2015,0.7,0.8,0.9,1.2,0.9
07/06/2015,1.1,1.1,0.5,1,1.1
08/06/2015,1.5,2,0.9,1.2,1.7
09/06/2015,1.3,1.3,1.2,1.2,1.7
10/06/2015,1.8,0.5,2.7,1.6,
11/06/2015,1.7,0.4,1.7,1,
12/06/2015,0.4,0.2,1.1,0.6,0.7
13/06/2015,0.7,0.7,0.8,1.2,0.8
14/06/2015,0.7,0.5,0.7,0.8,0.6
15/06/2015,0.6,0.5,1,1.1,0.4
16/06/2015,0.8,0.4,,1.5,0.5
17/06/2015,0.6,0.6,,0.5,0.4
18/06/2015,1.2,0.8,1.4,1.4,1.4
19/06/2015,1.9,1.4,1.9,1.7,1.8
20/06/2015,1.4,1,1.6,1.7,1.2
21/06/2015,0.5,0.5,0.4,1.2,0.8
22/06/2015,0.5,0.5,0.4,0.7,0.5
23/06/2015,0.8,0.8,0.3,1.1,0.6
24/06/2015,0.5,0.6,0.3,1,0.6
25/06/2015,1.6,1.1,1.3,0.9,0.9
26/06/2015,1.2,0.8,1.9,1.1,1.3
27/06/2015,0.5,0.4,0.5,1,0.6
28/06/2015,0.8,0.6,0.8,1.1,0.7
29/06/2015,0.6,0.2,0.7,0.8,0.7
30/06/2015,0.2,0.2,0.2,1.2,0.2
01/07/2015,0.9,0.8,0.7,1.5,0.5
02/07/2015,1.4,1.3,1.5,2,1.5
03/07/2015,1.3,1.1,1.7,1.5,1.3
04/07/2015,0.7,0.5,0.7,1.5,0.6
05/07/2015,0.8,0.7,0.8,0.9,0.8
06/07/2015,0.9,1,1.1,1.9,1.2
07/07/2015,1.4,1.2,1.7,1.5,0.8
08/07/2015,1.4,0.8,2.1,1.2,1.1
09/07/2015,1,0.6,0.8,0.9,0.9
10/07/2015,0.2,0.3,0.5,1.1,0.2
11/07/2015,1,1,1.3,1.2,1.1
12/07/2015,2.1,2.3,2.3,2.2,2.3
13/07/2015,1.7,1.8,1.9,2.1,2.4
14/07/2015,1.5,1.7,2,2,2.2
15/07/2015,0.8,0.9,1.4,1.2,1.2
16/07/2015,0.5,0.4,1.3,0.9,
17/07/2015,1.5,1.6,1.7,2,
18/07/2015,1.9,1.7,1.9,2,1.8
19/07/2015,1.9,1.5,1.8,1.4,1.5
20/07/2015,1.1,0.7,1.5,,0.9
21/07/2015,1.3,1,0.9,0.9,0.8
22/07/2015,0.8,0.5,0.2,1.1,0.4
23/07/2015,0.7,0.4,0.6,0.7,0.8
24/07/2015,0.8,0.9,0.5,0.6,1.2
25/07/2015,1.7,2,1.6,1.8,2.2
26/07/2015,2.4,2.3,1.9,2.1,2
27/07/2015,2,1.9,1.9,2.5,2.1
28/07/2015,1.4,1,1.1,1.7,1
29/07/2015,1,0.6,0.8,1.2,0.9
30/07/2015,1.4,1.4,0.9,1.6,1.5
31/07/2015,1.7,1.6,1.3,1.7,1.6
01/08/2015,1.3,,1,1.5,1.2
02/08/2015,1.4,,1.7,2,1.6
03/08/2015,1.9,,1.9,2.3,1.9
04/08/2015,1.3,1.3,1.8,2.2,1.6
05/08/2015,1.4,1.7,2.1,2.6,1.8
06/08/2015,1.7,1.6,1.6,2.4,1.3
07/08/2015,1.3,1,1.3,1.9,1.1
08/08/2015,1.7,1.3,1.6,1.8,1.3
09/08/2015,1.8,1.5,1.7,1.5,1.2
10/08/2015,1.5,1.5,1.1,1.7,1.3
11/08/2015,1.1,1.3,1.1,1.1,1.6
12/08/2015,1.3,1.6,1.3,2,1.7
13/08/2015,2,1.9,1.9,2.4,2.1
14/08/2015,1.3,1,1,1.8,1
15/08/2015,1.6,1.1,0.6,1.5,1.2
16/08/2015,1.8,1.6,1.6,2.1,1.5
17/08/2015,1.4,1.5,1.1,2.1,1.7
18/08/2015,2.3,1.8,1.7,1.9,1.8
19/08/2015,1.8,0.9,1.6,1.4,1.4
20/08/2015,1.8,1.3,1.7,1.5,1.3
21/08/2015,1.7,1.3,1.3,1.9,1.4
22/08/2015,2.5,2.5,1.3,2.6,2
23/08/2015,1.2,1.2,0.8,1.7,1.3
24/08/2015,1.6,0.7,1.3,1.9,1
25/08/2015,2.2,2.3,1.4,2.8,2.3
26/08/2015,2,1.4,1.2,1.8,2
27/08/2015,1,1.3,1.1,1.4,1.4
28/08/2015,2,1.8,1.8,2,1.9
29/08/2015,1.5,1.3,1.4,2.2,1.5
30/08/2015,2,1.9,1.8,2.1,1.4
31/08/2015,1.7,1.4,2,1.6,1.4
01/09/2015,1.5,1,1.4,1.8,1.3
02/09/2015,1.6,1.2,1.5,1.8,1
03/09/2015,1.8,1.6,1.8,2.1,1.7
04/09/2015,2.4,1.7,1.7,2.2,2.1
05/09/2015,2,1.7,1.5,1.9,1.5
06/09/2015,2.6,2,2.3,2.4,2
07/09/2015,1.8,1.7,,2.4,1.7
08/09/2015,2,1.9,1.9,2.4,1.8
09/09/2015,2.1,1.5,1.9,1.7,1.4
10/09/2015,2.5,1.3,1.7,2,1.5
11/09/2015,1.8,1.7,1.6,1.8,1.6
12/09/2015,2.1,1.7,1.5,2,2.1
13/09/2015,2.7,2.4,2.3,2.5,2.4
14/09/2015,3,2.1,2.3,2,1.9
15/09/2015,2.4,2.4,2,2.6,2.2
16/09/2015,2.4,1.9,2.6,2.6,2
17/09/2015,,1.8,2.7,1.8,1.8
18/09/2015,,2.1,2.9,2.2,2.1
19/09/2015,2.5,1.9,2.5,2.4,1.9
20/09/2015,2.1,1.2,2.5,2.3,1.6
21/09/2015,1.4,1.3,1.2,2.4,1.5
22/09/2015,2.2,1.9,1.9,2.4,2.2
23/09/2015,2.5,2.4,2.6,2.7,2.5
24/09/2015,2.5,2.3,2.5,2.8,2.6
25/09/2015,2.9,2.4,2.7,2.4,2.4
26/09/2015,2.8,1.6,2.6,1.9,2.1
27/09/2015,2.5,2.2,2.4,2.4,2
28/09/2015,2.1,1.7,2.3,1.9,2
29/09/2015,2,1.6,1.6,2.3,1.8
30/09/2015,3.2,2.4,2.3,2.4,1.9
01/10/2015,3,2.1,1.9,1.8,1.9
02/10/2015,3.5,2.6,3,2.7,2.4
03/10/2015,2.7,2.4,1.7,3.1,2.5
04/10/2015,2.8,2.8,2.5,2.3,2.4
05/10/2015,3.4,3.3,2.7,2.6,2.3
06/10/2015,3.7,3.4,1.9,3.1,2.5
07/10/2015,2.6,2.4,2.3,2.2,1.7
08/10/2015,2.8,2.3,2.8,2.5,1.9
09/10/2015,2.6,2.2,2.6,2.6,2
10/10/2015,2.3,1.8,1.9,2.3,2.5
11/10/2015,2.7,2.6,2.1,3.2,2.2
12/10/2015,3.6,3.4,2.1,3.8,2.8
13/10/2015,3.5,2.6,3.9,1.6,1.8
14/10/2015,3,2.1,3.4,2.2,2.3
15/10/2015,2.6,2.2,2.2,2.7,2.1
16/10/2015,2.7,2.4,2,2.4,2.9
17/10/2015,3.1,2.3,2.6,2.2,2.9
18/10/2015,2.9,2.5,2.9,2.8,2.3
19/10/2015,2.5,2.1,2.1,2,1.7
20/10/2015,2.6,2.2,2.1,2.7,2
21/10/2015,2.1,,2.9,1.9,0.9
22/10/2015,2.9,2.4,3.1,2.3,2.1
23/10/2015,2.2,1.7,2.4,1.6,2.1
24/10/2015,1.9,1.6,1.7,1.8,1.7
25/10/2015,2.1,1.6,1.7,1.8,2.2
26/10/2015,2.1,2.1,2.4,2.3,2
27/10/2015,2.8,2.4,2.8,2.2,2.3
28/10/2015,2.1,1.7,2.6,1.8,2.1
29/10/2015,2.1,1.6,2.1,1.8,1.9
30/10/2015,2.1,1.7,2,2.1,1.9
31/10/2015,2.5,2,2.1,1.9,1.5
01/11/2015,2.5,2.5,2,2.8,2.3
02/11/2015,3.9,3.7,3.1,3.8,3.4
03/11/2015,2.4,2,3.5,1.5,1.7
04/11/2015,2.6,1.8,2.5,2.1,1.6
05/11/2015,2.8,2.5,2.4,2.2,1.8
06/11/2015,2,1.6,2.5,1.9,2.1
07/11/2015,2.7,2.2,2.8,1.8,2.2
08/11/2015,2.3,2,2.4,1.6,1.9
09/11/2015,1.9,1.7,2.3,1.7,
10/11/2015,2.1,1.7,1.6,2.2,
11/11/2015,2.3,1.9,2.2,1.8,1.9
12/11/2015,1.9,1.6,1.9,1.5,1.6
13/11/2015,2.8,2.2,3.1,2.7,2.6
14/11/2015,2.5,2,2.9,1.8,2
15/11/2015,2.4,2,2.4,1.7,2
16/11/2015,2.2,1.5,1.8,1.5,2.2
17/11/2015,2.1,1.9,1.5,2.2,2.2
18/11/2015,2.9,2.8,2.7,2.8,2.6
19/11/2015,3.4,2.5,2.9,3.1,3.3
20/11/2015,3.9,4.1,3.3,3.1,3.5
21/11/2015,2.8,2.6,2.9,2.4,2.5
22/11/2015,2.2,1.9,2.2,1.7,1.7
23/11/2015,2.1,2,2.2,2,2.5
24/11/2015,,2.1,2.6,2.2,2.4
25/11/2015,,2.4,2.1,2.6,2.4
26/11/2015,,3.3,2.8,2.8,3
27/11/2015,2.1,1.9,2.4,2,2.4
28/11/2015,2.5,2.3,2.4,2.1,1.8
29/11/2015,2.4,2.3,2.2,2.3,2.2
30/11/2015,3,,3,2.4,3
01/12/2015,3.8,,,4,2.5
02/12/2015,2.3,2.1,2.3,1.6,2.1
03/12/2015,2.2,1.6,2.2,1.7,1.5
04/12/2015,1.4,1.1,1.6,1.5,1.7
05/12/2015,1.5,1.4,1.3,1.6,1.8
06/12/2015,1.8,1.6,1.6,1.9,2.5
07/12/2015,1.5,1.2,1.6,1.7,
08/12/2015,1.8,1.3,1.6,1.4,
09/12/2015,3.3,3,2.7,3.7,3.6
10/12/2015,2.7,2.5,2.6,2.3,3
11/12/2015,3.2,3.2,2.8,2.7,2.9
12/12/2015,2.2,2,2.3,2,2.2
13/12/2015,2.6,2.5,2.3,2.1,2.3
14/12/2015,2.8,2.5,2,1.9,3.4
15/12/2015,2.1,1.7,1.8,1.8,2.6
16/12/2015,1.8,1.6,2,1.8,1.3
17/12/2015,1.8,1.2,1.9,2.1,2
18/12/2015,1.7,1.3,1.6,1.7,2.8
19/12/2015,2.5,2.4,2,3.1,3
20/12/2015,2.8,2.8,2,2.6,3.5
21/12/2015,2.5,1.8,2.5,1.3,
22/12/2015,1.5,0.7,1.9,1.3,1.2
23/12/2015,1.8,1.2,1.7,,1.1
24/12/2015,1.9,1.1,1.8,1.5,1.4
25/12/2015,1.9,1.4,1.9,1.7,1.5
26/12/2015,1.9,1.7,1.6,2.1,1.8
27/12/2015,1.8,1.7,1.9,1.5,1.8
28/12/2015,1.6,1.4,1.8,1.4,1.5
29/12/2015,1.5,1.2,1.6,1.3,1.9
30/12/2015,1.3,1.1,1.7,1.3,1.7
31/12/2015,1.5,1.3,1.4,1.6,1.8
01/01/2016,1.5,1.4,1.6,1.6,1.7
02/01/2016,1.6,1.5,1.8,1.5,1.8
03/01/2016,1.8,1.4,1.9,1.4,1.3
04/01/2016,1.9,1.4,1.8,1.6,1.2
05/01/2016,2,1.6,1.8,1.7,1.4
06/01/2016,2,1.4,2,1.3,1.4
07/01/2016,1.2,1.1,1.4,1.3,1.3
08/01/2016,1.6,1.3,1.7,1.7,1.8
09/01/2016,2,1.8,2.1,1.9,2.2
10/01/2016,1.5,1.6,1.7,1.8,2.1
11/01/2016,2.3,2,1.5,2.3,2.6
12/01/2016,2.6,2.6,2.8,2.8,2.8
13/01/2016,2.5,2.5,2.6,2.3,2.5
14/01/2016,3.1,2.7,3.2,2.9,2.6
15/01/2016,1.6,1.3,1.7,1.4,1.6
16/01/2016,1.6,1.2,1.7,1.3,
17/01/2016,1.3,1,1.2,1.3,
18/01/2016,1.4,1.5,1.4,,
19/01/2016,2.5,2.2,1.4,2.6,2.7
20/01/2016,4.2,3.8,2.8,3.7,3
21/01/2016,4.5,4.2,2.5,4.3,3.1
22/01/2016,2.9,2.4,3.2,2.6,1.8
23/01/2016,2.2,2,2.5,2.1,2.1
24/01/2016,2.2,1.9,2.4,2.1,1.9
25/01/2016,1.7,1.1,1.9,1.4,1.5
26/01/2016,1.6,0.9,1.6,1.3,1.2
27/01/2016,1.5,1.2,1.4,1.3,1.1
28/01/2016,1.9,1.6,1.3,2.2,2
29/01/2016,2.2,2,1.7,2.2,2.6
30/01/2016,2.5,1.8,2.5,1.6,2.8
31/01/2016,2.4,1.8,2.2,2.6,1.7
01/02/2016,2.3,1.7,2.2,1.5,1.7
02/02/2016,2.4,2.1,2.9,2.1,2.3
03/02/2016,2.5,2.4,3.1,2.7,2.9
04/02/2016,2.1,1.8,2.4,1.8,2
05/02/2016,1.8,1.5,2,1.4,1.5
06/02/2016,1.8,1.2,1.7,1.4,1.3
07/02/2016,1.6,0.8,1.6,1.3,1.6
08/02/2016,1.3,0.9,1.1,1.2,1.7
09/02/2016,2.3,1.6,1.9,1.7,2.1
10/02/2016,1.6,1.4,1.3,1.9,1.5
11/02/2016,1.4,0.8,1.3,1.4,1.5
12/02/2016,1.4,0.9,1.4,1.4,1.7
13/02/2016,1.6,1.4,1.3,1.8,1.8
14/02/2016,2.7,2.9,2.1,2.2,2.6
15/02/2016,1.9,1.8,2.4,1.7,2.4
16/02/2016,1.9,1.6,2.1,1.6,1.9
17/02/2016,1.9,1.8,2.4,1.5,2.2
18/02/2016,1.6,1.6,2.4,1.8,2.4
19/02/2016,1.9,1.8,1.7,2.2,2.1
20/02/2016,2.3,2,2.5,1.6,2.2
21/02/2016,1.9,1.3,2.4,1.1,1.5
22/02/2016,1.6,1.4,1.5,1.7,1.7
23/02/2016,1.8,1.4,1.5,1.6,1.6
24/02/2016,1.8,1.6,1.7,2.1,2.2
25/02/2016,3.4,3.3,2,3.3,3.3
26/02/2016,2.6,2.2,2.4,2.1,1.9
27/02/2016,2.5,1.9,2.4,1.6,1.8
28/02/2016,1.9,1.2,1.8,1.5,1.5
29/02/2016,1.5,1.2,1.7,1.2,1.5
01/03/2016,1.6,1.2,1.3,1.4,1.6
02/03/2016,1.4,1.3,1.2,1.6,1.5
03/03/2016,1.5,1.3,1.2,1.2,1.9
04/03/2016,1.6,1.3,1.4,1.3,1.4
05/03/2016,1.6,1.3,1.4,1.3,1.6
06/03/2016,1.6,1.4,1.4,1.4,1.5
07/03/2016,1.7,1.4,,1.5,1.9
08/03/2016,1.7,1.2,,1.5,1.5
09/03/2016,1.5,1.1,1.1,1.5,1.5
10/03/2016,1.9,1.3,1.2,1.6,2.5
11/03/2016,1.2,1,0.9,0.9,1.5
12/03/2016,1.5,1.3,1.2,1.4,2.1
13/03/2016,1.6,1.7,1.3,1.5,1.7
14/03/2016,1.4,1.5,,1.4,1.6
15/03/2016,1.9,1.5,,1.5,1.9
16/03/2016,2,1.5,1.5,1.4,1.8
17/03/2016,1.6,1,1.4,1.3,1.6
18/03/2016,1.4,1.4,1.5,1.4,1.6
19/03/2016,1.9,1.7,2.1,1.8,2
20/03/2016,2,1.8,2.1,2,2
21/03/2016,1.3,1,2,1.3,1.4
22/03/2016,1.2,1,1.5,1.5,1.5
23/03/2016,1.1,0.8,1.4,1.4,1.9
24/03/2016,2.2,1.8,1.5,2,2.4
25/03/2016,1.6,1.4,1.4,2.2,1.7
26/03/2016,2.6,2.4,2.6,2.6,2.5
27/03/2016,2.6,1.8,2.8,2.4,2.1
28/03/2016,2.3,1.8,2.5,1.5,2.2
29/03/2016,1.8,1.2,1.5,0.8,1
30/03/2016,1.7,1.2,1.8,2.1,1.8
31/03/2016,1.7,1.4,1.6,1.6,1.5
01/04/2016,1.7,1.7,1.7,1.8,1.9
02/04/2016,2.3,1.8,2.4,1.8,2
03/04/2016,2.4,2,2.7,1.6,2.3
04/04/2016,2.1,1.5,2.3,1.6,1.4
05/04/2016,2,1.8,1.9,2.2,1.8
06/04/2016,2.6,2,1.6,2.8,1.8
07/04/2016,2.4,2.1,2.2,1.7,1.7
08/04/2016,0.8,0.7,1.9,0.9,1.2
09/04/2016,1.7,1.4,2.2,1.7,2.2
10/04/2016,3.3,2.7,2.5,2,2.1
11/04/2016,2.2,1.9,2.5,2.5,1.9
12/04/2016,2.1,1.2,2.4,1.4,1.2
13/04/2016,1.7,1,1.9,1.4,1.2
14/04/2016,1.4,0.8,1.5,1.3,1.1
15/04/2016,1.5,1.4,1.3,1.9,1.6
16/04/2016,2.3,1.7,1.3,2.2,2.4
17/04/2016,2.8,2.3,2,2.2,1.9
18/04/2016,1.7,1.4,2.1,1.4,1.3
19/04/2016,1.5,0.9,1.7,1.4,1.6
20/04/2016,1.5,1.2,1.5,1.9,1.7
21/04/2016,1.5,1.2,0.9,1.5,1.2
22/04/2016,1.7,1.5,1.8,1.5,1.3
23/04/2016,2.1,1.5,2.3,2.2,2
24/04/2016,2.5,1.6,2.5,1.8,1.6
25/04/2016,1.4,1.2,2.1,1.3,1.4
26/04/2016,1.4,1,1.5,1.3,1.1
27/04/2016,1.5,1.2,1.1,1.8,1
28/04/2016,1.1,0.8,0.9,1.2,1
29/04/2016,1.5,1,1.1,1.5,1
30/04/2016,1.1,1,0.5,1.9,0.7
01/05/2016,1.4,1.6,0.9,1.9,1.7
02/05/2016,1.2,1,1,1.8,1.5
03/05/2016,1.3,1.5,1.1,1.7,1.8
04/05/2016,1.8,1.6,1.7,1.2,1.7
05/05/2016,1.6,1.2,0.9,2,
06/05/2016,1.4,0.8,1.3,2.1,1.3
07/05/2016,2.6,2.3,1.6,2.2,2.1
08/05/2016,0.9,0.6,1.1,1.2,1.3
09/05/2016,0.8,1,0.4,1.2,1.1
10/05/2016,1.8,2.1,1.9,1.9,2.4
11/05/2016,1.6,1.6,1.8,2.2,2.2
12/05/2016,1.2,1.5,1.7,2.1,1.9
13/05/2016,1.1,1,1.2,1.9,1.1
14/05/2016,1.4,1.1,1.1,1.5,1.3
15/05/2016,0.8,0.8,1.5,1.9,1.5
16/05/2016,1.3,1.3,1.8,1.7,1.4
17/05/2016,1.1,1.3,1,2.1,1.8
18/05/2016,,0.9,0.9,2,1.1
19/05/2016,,1.7,1.7,2.5,2.1
20/05/2016,1.5,1,1.7,1.7,1.4
21/05/2016,1,0.7,1.2,1.2,1.2
22/05/2016,1.6,1.6,1,2.3,1.5
23/05/2016,1.5,1.6,1.6,2.3,1.9
24/05/2016,1.4,1.7,1.8,2.4,1.6
25/05/2016,0.9,0.7,1.2,1.8,1.2
26/05/2016,0.9,1.3,0.9,1.4,1.5
27/05/2016,2.1,1.9,2.1,2.7,2.7
28/05/2016,0.8,1.1,2.1,2,1.7
29/05/2016,1.4,1.3,1.9,2.2,1.2
30/05/2016,1,,0.9,1.7,0.9
31/05/2016,1,,1.6,1.3,1
01/06/2016,0.6,0.2,1.6,1.1,0.8
02/06/2016,1.3,0.5,1.5,1.2,0.9
03/06/2016,1.4,0.6,1.6,1.3,0.7
04/06/2016,2.8,2.2,2.4,2.4,1
05/06/2016,2.8,2.6,1.4,3,2
06/06/2016,1.5,1.6,2,2.4,2.3
07/06/2016,1.3,1.7,1.9,2.2,2.1
08/06/2016,1.1,1.2,1.5,1.9,1.4
09/06/2016,1.7,2,1.4,2.1,2.4
10/06/2016,0.7,1,1.6,1.8,1.7
11/06/2016,1.9,2,1.6,2.6,2.2
12/06/2016,1.3,1.3,1.9,1.7,1.4
13/06/2016,1.3,1.2,1.4,1.2,1
