rdate,Y,M,D,doy,time,datestr1,datestr2,datestr3,ndvi,blue,green,red,nir,swir1,swir2,sensor
11/28/2007,2007,11,28,332,2007.908219,LE7-2007-11-28,LE7-2007332ndvi,"2007,, 11/ 28",0.486653668,326.2564392,414.0739136,510.5786438,1478.638428,1663.006226,971.4758301,LE7
5/6/2008,2008,5,6,127,2008.346575,LE7-2008-05-06,LE7-2008127ndvi,"2008,, 5/  6",0.70688677,389.1798096,646.9161987,513.5230103,2990.399414,1918.421265,959.4738159,LE7
6/23/2008,2008,6,23,175,2008.478082,LE7-2008-06-23,LE7-2008175ndvi,"2008,, 6/ 23",0.897733793,194.3104706,401.4060059,213.1904907,3956.133789,1564.753418,594.8997192,LE7
7/25/2008,2008,7,25,207,2008.565753,LE7-2008-07-25,LE7-2008207ndvi,"2008,, 7/ 25",0.881250787,204.471405,369.3202515,233.968277,3706.576172,1635.547363,622.5046997,LE7
8/26/2008,2008,8,26,239,2008.653425,LE7-2008-08-26,LE7-2008239ndvi,"2008,, 8/ 26",0.838395768,221.1700287,380.9318848,280.0284424,3185.579346,1586.452271,655.4917603,LE7
9/11/2008,2008,9,11,255,2008.69726,LE7-2008-09-11,LE7-2008255ndvi,"2008,, 9/ 11",0.820810506,246.5346222,371.5387268,277.9587097,2824.440918,1442.05481,579.7270508,LE7
11/14/2008,2008,11,14,319,2008.872603,LE7-2008-11-14,LE7-2008319ndvi,"2008,, 11/ 14",0.483731208,432.6998901,485.2006226,572.8052979,1646.214355,1753.839478,957.6192627,LE7
1/1/2009,2009,1,1,1,2009.00137,LE7-2009-01-01,LE7-2009001ndvi,"2009,, 1/  1",0.249437771,871.2667236,934.9046631,908.4154663,1512.211182,1170.617432,752.9012451,LE7
3/22/2009,2009,3,22,81,2009.220548,LE7-2009-03-22,LE7-2009081ndvi,"2009,, 3/ 22",0.288394237,865.8362427,974.6088867,1164.869751,2109.049072,2616.701904,1761.317017,LE7
4/23/2009,2009,4,23,113,2009.308219,LE7-2009-04-23,LE7-2009113ndvi,"2009,, 4/ 23",0.487741895,444.7749329,600.0604858,715.3439941,2077.560547,2168.234131,1307.684082,LE7
5/25/2009,2009,5,25,145,2009.39589,LE7-2009-05-25,LE7-2009145ndvi,"2009,, 5/ 25",0.797569959,459.6534729,692.0084229,462.9315491,4110.812012,1770.076294,770.4072266,LE7
7/12/2009,2009,7,12,193,2009.527397,LE7-2009-07-12,LE7-2009193ndvi,"2009,, 7/ 12",0.893355261,215.5701141,393.8261108,232.6149139,4129.811523,1729.252563,663.871582,LE7
7/28/2009,2009,7,28,209,2009.571233,LE7-2009-07-28,LE7-2009209ndvi,"2009,, 7/ 28",0.829253751,468.7980347,611.9105835,421.1919861,4512.351074,1919.519165,764.6764526,LE7
8/13/2009,2009,8,13,225,2009.615068,LE7-2009-08-13,LE7-2009225ndvi,"2009,, 8/ 13",0.884709101,234.7054443,386.637207,217.4885712,3555.377686,1527.395142,566.7623291,LE7
9/14/2009,2009,9,14,257,2009.70274,LE7-2009-09-14,LE7-2009257ndvi,"2009,, 9/ 14",0.838016242,319.5744324,443.3312988,291.868866,3311.811768,1507.563965,554.192627,LE7
11/1/2009,2009,11,1,305,2009.834247,LE7-2009-11-01,LE7-2009305ndvi,"2009,, 11/  1",0.499299382,389.2684021,463.0137634,570.8328247,1709.303467,1726.038208,931.7932739,LE7
4/10/2010,2010,4,10,100,2010.272603,LE7-2010-04-10,LE7-2010100ndvi,"2010,, 4/ 10",0.549417639,386.0882568,564.0129395,654.9886475,2252.30957,2253.185303,1312.677979,LE7
7/31/2010,2010,7,31,212,2010.579452,LE7-2010-07-31,LE7-2010212ndvi,"2010,, 7/ 31",0.774675972,473,621,565,4450,2129,951,LE7
9/1/2010,2010,9,1,244,2010.667123,LE7-2010-09-01,LE7-2010244ndvi,"2010,, 9/  1",0.826432726,244.6141205,374.6510925,277.5587463,2920.725586,1607.297607,643.0626831,LE7
3/12/2011,2011,3,12,71,2011.193151,LE7-2011-03-12,LE7-2011071ndvi,"2011,, 3/ 12",0.199170881,1234.07959,1279.413452,1443.27771,2161.180908,1155.084229,711.8346558,LE7
5/31/2011,2011,5,31,151,2011.412329,LE7-2011-05-31,LE7-2011151ndvi,"2011,, 5/ 31",0.863379558,261.3597107,508.3917847,296.5647583,4044.875732,1802.595825,726.3657227,LE7
8/19/2011,2011,8,19,231,2011.631507,LE7-2011-08-19,LE7-2011231ndvi,"2011,, 8/ 19",0.828104736,441.7763062,550.2120972,344.6176453,3665.005859,1661.312378,607.6882935,LE7
10/6/2011,2011,10,6,279,2011.763014,LE7-2011-10-06,LE7-2011279ndvi,"2011,, 10/  6",0.761226012,257.2523499,383.0441284,303.9463196,2241.945068,1461.297852,644.1534424,LE7
10/22/2011,2011,10,22,295,2011.806849,LE7-2011-10-22,LE7-2011295ndvi,"2011,, 10/ 22",0.58721302,456,483.1959839,418.9732666,1611,1476.347412,795.7238159,LE7
11/7/2011,2011,11,7,311,2011.850685,LE7-2011-11-07,LE7-2011311ndvi,"2011,, 11/  7",0.477167256,408.4469604,480.2375793,556.1210327,1571.217163,1883.967407,1060.770996,LE7
12/9/2011,2011,12,9,343,2011.938356,LE7-2011-12-09,LE7-2011343ndvi,"2011,, 12/  9",0.214209747,1340.317993,1385.435181,1414.368164,2185.493652,1763.523071,1322.531372,LE7
12/25/2011,2011,12,25,359,2011.982192,LE7-2011-12-25,LE7-2011359ndvi,"2011,, 12/ 25",0.405458817,404.4840088,454.7854004,543.0426636,1283.719482,1530.509399,928.361084,LE7
1/10/2012,2012,1,10,10,2012.026027,LE7-2012-01-10,LE7-2012010ndvi,"2012,, 1/ 10",0.406799939,412.0176392,505.7295532,567.0244751,1344.723389,1736.291992,1071.410034,LE7
2/27/2012,2012,2,27,58,2012.157534,LE7-2012-02-27,LE7-2012058ndvi,"2012,, 2/ 27",0.357735242,499.9330139,582.2630615,719.963623,1521.989136,2026.29895,1289.543823,LE7
3/14/2012,2012,3,14,74,2012.20137,LE7-2012-03-14,LE7-2012074ndvi,"2012,, 3/ 14",0.3895495,473.1635437,589.0196533,715.6276855,1628.96106,2199.807373,1381.125732,LE7
3/30/2012,2012,3,30,90,2012.245205,LE7-2012-03-30,LE7-2012090ndvi,"2012,, 3/ 30",0.562706856,404.9489441,576.0001221,591.1307983,2112.459717,2111.92334,1220.402588,LE7
5/17/2012,2012,5,17,138,2012.376712,LE7-2012-05-17,LE7-2012138ndvi,"2012,, 5/ 17",0.865428985,218.2506561,485.3030701,281.1928711,3897.907227,1601.936768,672.3913574,LE7
7/4/2012,2012,7,4,186,2012.508219,LE7-2012-07-04,LE7-2012186ndvi,"2012,, 7/  4",0.846293091,258.6210632,431.9480286,312.2340393,3750.485596,1772.712158,710.4709473,LE7
8/21/2012,2012,8,21,234,2012.639726,LE7-2012-08-21,LE7-2012234ndvi,"2012,, 8/ 21",0.826369729,282.2915955,422.4752502,297.8336182,3132.831055,1566.777832,650.4810791,LE7
9/6/2012,2012,9,6,250,2012.683562,LE7-2012-09-06,LE7-2012250ndvi,"2012,, 9/  6",0.831225702,223.4075928,380.0418396,266.2960205,2889.350586,1561.561035,639.4465942,LE7
11/9/2012,2012,11,9,314,2012.858904,LE7-2012-11-09,LE7-2012314ndvi,"2012,, 11/  9",0.248858871,567.6183472,794.4571533,1011.672119,1682.021729,2037.450562,1306.964844,LE7
6/5/2013,2013,6,5,156,2013.426027,LE7-2013-06-05,LE7-2013156ndvi,"2013,, 6/  5",0.275340981,1290.505249,1682.899048,1852.946167,3261.034668,3189.044189,2347.494385,LE7
6/21/2013,2013,6,21,172,2013.469863,LE7-2013-06-21,LE7-2013172ndvi,"2013,, 6/ 21",0.310614592,1163.011475,1542.801636,1696.772095,3225.79248,3082.046631,2191.923584,LE7
8/24/2013,2013,8,24,236,2013.645205,LE7-2013-08-24,LE7-2013236ndvi,"2013,, 8/ 24",0.355388225,947.2611084,1298.555054,1382.952637,2907.855225,2503.509033,1707.145996,LE7
10/27/2013,2013,10,27,300,2013.820548,LE7-2013-10-27,LE7-2013300ndvi,"2013,, 10/ 27",0.482049325,605.2404785,874.8981323,949.4002686,2716.586914,2618.32666,1541.654907,LE7
4/21/2014,2014,4,21,111,2014.30274,LE7-2014-04-21,LE7-2014111ndvi,"2014,, 4/ 21",0.176331345,1269.627686,1629.948242,1903.418579,2718.387939,3349.439453,2629.30249,LE7
7/10/2014,2014,7,10,191,2014.521918,LE7-2014-07-10,LE7-2014191ndvi,"2014,, 7/ 10",0.443281115,1228.93042,1539.627197,1583.731689,4105.788574,3189.542236,2109.286377,LE7
7/26/2014,2014,7,26,207,2014.565753,LE7-2014-07-26,LE7-2014207ndvi,"2014,, 7/ 26",0.396918317,1105.471313,1491.011353,1544.787842,3578.192627,2967.909912,2019.342163,LE7
8/27/2014,2014,8,27,239,2014.653425,LE7-2014-08-27,LE7-2014239ndvi,"2014,, 8/ 27",0.479209102,1071.688232,1407.289795,1413.218994,4013.984131,3057.972656,1933.980469,LE7
11/15/2014,2014,11,15,319,2014.872603,LE7-2014-11-15,LE7-2014319ndvi,"2014,, 11/ 15",0.250539057,1010.871399,1238.529541,1423.520142,2375.263916,2693.407471,1931.884644,LE7
3/23/2015,2015,3,23,82,2015.223288,LE7-2015-03-23,LE7-2015082ndvi,"2015,, 3/ 23",0.13313922,916.2304077,1071.594849,1219.283813,1593.817993,1946.349609,1463.849365,LE7
7/29/2015,2015,7,29,210,2015.573973,LE7-2015-07-29,LE7-2015210ndvi,"2015,, 7/ 29",0.454979156,1067.200806,1385.58252,1406.951416,3755.975586,2706.459229,1695.542725,LE7
8/14/2015,2015,8,14,226,2015.617808,LE7-2015-08-14,LE7-2015226ndvi,"2015,, 8/ 14",0.371342675,996.1416016,1356.023193,1451.512207,3166.304688,2879.156982,1925.749634,LE7
9/15/2015,2015,9,15,258,2015.705479,LE7-2015-09-15,LE7-2015258ndvi,"2015,, 9/ 15",0.336171564,944.1459961,1272.703491,1348.14978,2713.591797,2638.964111,1774.533447,LE7
11/2/2015,2015,11,2,306,2015.836986,LE7-2015-11-02,LE7-2015306ndvi,"2015,, 11/  2",0.305567974,864.6535645,1133.632324,1261.843262,2372.330322,2479.319336,1599.399414,LE7
1/5/2016,2016,1,5,5,2016.012329,LE7-2016-01-05,LE7-2016005ndvi,"2016,, 1/  5",0.202073206,1104.507446,1336.990845,1526.432739,2299.564209,2399.034912,1778.796875,LE7
2/6/2016,2016,2,6,37,2016.1,LE7-2016-02-06,LE7-2016037ndvi,"2016,, 2/  6",0.194980428,968.5183716,1222.200439,1451.787842,2155.050781,2702.107666,1915.049316,LE7
2/22/2016,2016,2,22,53,2016.143836,LE7-2016-02-22,LE7-2016053ndvi,"2016,, 2/ 22",0.176621649,986.0014648,1222.540894,1457.843384,2083.282959,2539.891602,1808.602173,LE7
3/9/2016,2016,3,9,69,2016.187671,LE7-2016-03-09,LE7-2016069ndvi,"2016,, 3/  9",0.128661287,2510.106689,2660.671143,2847.324951,3688.193115,3839.870117,3097.341309,LE7
5/28/2016,2016,5,28,149,2016.406849,LE7-2016-05-28,LE7-2016149ndvi,"2016,, 5/ 28",0.414762191,1367.544556,1812.571167,1816.797729,4391.952637,3324.12915,2055.618652,LE7
6/13/2016,2016,6,13,165,2016.450685,LE7-2016-06-13,LE7-2016165ndvi,"2016,, 6/ 13",0.417943719,1015.422363,1309.317261,1409.64624,3434.030518,2846.889404,1944.709351,LE7
7/31/2016,2016,7,31,213,2016.582192,LE7-2016-07-31,LE7-2016213ndvi,"2016,, 7/ 31",0.405394507,1086.424194,1454.685791,1488.667725,3518.577393,2974.539795,1793.235596,LE7
10/19/2016,2016,10,19,293,2016.80137,LE7-2016-10-19,LE7-2016293ndvi,"2016,, 10/ 19",0.358623597,880.6070557,1157.317749,1207.006348,2556.793945,2394.263916,1520.634888,LE7
5/15/2017,2017,5,15,135,2017.368493,LE7-2017-05-15,LE7-2017135ndvi,"2017,, 5/ 15",0.395340327,1014.334106,1466.211304,1474.931274,3403.618896,2781.800293,1915.029297,LE7
5/31/2017,2017,5,31,151,2017.412329,LE7-2017-05-31,LE7-2017151ndvi,"2017,, 5/ 31",0.455342044,921.9755249,1325.546021,1323.344604,3536.015625,2675.871826,1769.643433,LE7
7/2/2017,2017,7,2,183,2017.5,LE7-2017-07-02,LE7-2017183ndvi,"2017,, 7/  2",0.470064337,987.7023926,1393.438599,1381.606445,3832.635742,2866.237793,1850.083984,LE7
7/18/2017,2017,7,18,199,2017.543836,LE7-2017-07-18,LE7-2017199ndvi,"2017,, 7/ 18",0.487275165,827.2466431,1205.09082,1218.216309,3533.713867,2769.937256,1770.294434,LE7
9/4/2017,2017,9,4,247,2017.675342,LE7-2017-09-04,LE7-2017247ndvi,"2017,, 9/  4",0.536153565,653.9657593,897.4332886,854.3500977,2829.412598,1954.42688,1131.516357,LE7
12/9/2017,2017,12,9,343,2017.938356,LE7-2017-12-09,LE7-2017343ndvi,"2017,, 12/  9",0.230924189,953.6953125,1207.151855,1407.619263,2252.928223,2643.799072,1850.951782,LE7
1/26/2018,2018,1,26,26,2018.069863,LE7-2018-01-26,LE7-2018026ndvi,"2018,, 1/ 26",0.397137803,369,454.3333435,559.333313,1296.259277,1598,996,LE7
2/27/2018,2018,2,27,58,2018.157534,LE7-2018-02-27,LE7-2018058ndvi,"2018,, 2/ 27",0.208020687,967.3667603,1254.646362,1467.059937,2237.733643,2852.907471,2026.822754,LE7
10/9/2018,2018,10,9,282,2018.771233,LE7-2018-10-09,LE7-2018282ndvi,"2018,, 10/  9",0.42187164,827.930603,1120.55249,1124.794067,2766.362793,2507.661621,1577.018677,LE7
4/3/2019,2019,4,3,93,2019.253425,LE7-2019-04-03,LE7-2019093ndvi,"2019,, 4/  3",0.213577538,1062.648804,1374.145142,1633.664795,2521.01001,3247.460693,2321.199707,LE7
6/22/2019,2019,6,22,173,2019.472603,LE7-2019-06-22,LE7-2019173ndvi,"2019,, 6/ 22",0.511776943,709.4714966,1044.16394,1034.744995,3204.075684,2284.540527,1442.693481,LE7
7/24/2019,2019,7,24,205,2019.560274,LE7-2019-07-24,LE7-2019205ndvi,"2019,, 7/ 24",0.523810295,930.8777466,1221.063721,1162.47998,3719.943848,2702.883789,1700.765137,LE7
8/25/2019,2019,8,25,237,2019.647945,LE7-2019-08-25,LE7-2019237ndvi,"2019,, 8/ 25",0.477113983,799.5779419,1110.684937,1129.813354,3191.638428,2563.359375,1649.52356,LE7
9/10/2019,2019,9,10,253,2019.691781,LE7-2019-09-10,LE7-2019253ndvi,"2019,, 9/ 10",0.473429966,835.5224609,1142.822266,1142.620239,3197.240234,2567.975342,1614.36145,LE7
10/12/2019,2019,10,12,285,2019.779452,LE7-2019-10-12,LE7-2019285ndvi,"2019,, 10/ 12",0.426345232,812.8661499,1059.839233,1075.019897,2672.948242,2346.680908,1501.665039,LE7
10/28/2019,2019,10,28,301,2019.823288,LE7-2019-10-28,LE7-2019301ndvi,"2019,, 10/ 28",0.394326787,637.5713501,863.6133423,946.6643677,2179.326172,2076.97168,1264.157227,LE7
2/17/2020,2020,2,17,48,2020.130137,LE7-2020-02-17,LE7-2020048ndvi,"2020,, 2/ 17",0.209640973,1011.106689,1215.94043,1387.709717,2123.883545,2043.320801,1326.90564,LE7
5/7/2020,2020,5,7,128,2020.349315,LE7-2020-05-07,LE7-2020128ndvi,"2020,, 5/  7",0.369266139,868.6845093,1181.310059,1260.882568,2737.261963,2676.481201,1817.861938,LE7
6/8/2020,2020,6,8,160,2020.436986,LE7-2020-06-08,LE7-2020160ndvi,"2020,, 6/  8",0.511673765,819.9984131,1183.866089,1141.875732,3534.816406,2639.434326,1747.292358,LE7
6/24/2020,2020,6,24,176,2020.480822,LE7-2020-06-24,LE7-2020176ndvi,"2020,, 6/ 24",0.568291437,788.149353,1126.122437,1048.225464,3807.946289,2503.816162,1489.155884,LE7
7/10/2020,2020,7,10,192,2020.524658,LE7-2020-07-10,LE7-2020192ndvi,"2020,, 7/ 10",0.527533565,733.1031494,1059.380615,1046.072754,3382.062988,2683.321289,1651.155518,LE7
7/26/2020,2020,7,26,208,2020.568493,LE7-2020-07-26,LE7-2020208ndvi,"2020,, 7/ 26",0.496367637,787.887085,1127.229614,1123.754517,3338.843994,2679.837646,1699.551392,LE7
8/11/2020,2020,8,11,224,2020.612329,LE7-2020-08-11,LE7-2020224ndvi,"2020,, 8/ 11",0.599292013,420.8205872,641.1142578,603.7047119,2409.485596,1570.076294,810.6357422,LE7
9/12/2020,2020,9,12,256,2020.7,LE7-2020-09-12,LE7-2020256ndvi,"2020,, 9/ 12",0.503355778,833.2251587,1101.7052,1067.710205,3231.988281,2522.405273,1464.734009,LE7
3/7/2021,2021,3,7,66,2021.179452,LE7-2021-03-07,LE7-2021066ndvi,"2021,, 3/  7",0.199718148,952.848938,1222.964355,1469.177979,2202.473389,3040.089355,2206.075928,LE7
5/10/2021,2021,5,10,130,2021.354795,LE7-2021-05-10,LE7-2021130ndvi,"2021,, 5/ 10",0.46771916,682.2841797,992.0356445,1012.231689,2791.142822,2213.680908,1333.3302,LE7
5/26/2021,2021,5,26,146,2021.39863,LE7-2021-05-26,LE7-2021146ndvi,"2021,, 5/ 26",0.52561686,779.9177246,1127.263428,1102.644775,3546.107178,2592.485352,1581.470215,LE7
6/27/2021,2021,6,27,178,2021.486301,LE7-2021-06-27,LE7-2021178ndvi,"2021,, 6/ 27",0.511305858,763.9049072,1100.303101,1105.748047,3419.569336,2718.715576,1711.379028,LE7
8/14/2021,2021,8,14,226,2021.617808,LE7-2021-08-14,LE7-2021226ndvi,"2021,, 8/ 14",0.558679498,751.8353882,1048.341187,973.8424683,3439.469238,2428.843506,1337.859009,LE7
10/1/2021,2021,10,1,274,2021.749315,LE7-2021-10-01,LE7-2021274ndvi,"2021,, 10/  1",0.445023523,768.8113403,1046.814941,1062.225586,2765.776611,2525.774658,1671.793823,LE7
4/5/2013,2013,4,5,95,2013.258904,LC8-2013-04-05,LC8-2013095ndvi,"2013,, 4/  5",0.151212936,1462.844116,1852.205811,2181.277588,2958.474609,3559.374512,2907.881592,LC8
4/26/2013,2013,4,26,116,2013.316438,LC8-2013-04-26,LC8-2013116ndvi,"2013,, 4/ 26",0.229845774,1188.563843,1535.054443,1734.123047,2769.190674,2918.657471,2165.096436,LC8
8/16/2013,2013,8,16,228,2013.623288,LC8-2013-08-16,LC8-2013228ndvi,"2013,, 8/ 16",0.337917853,1322.292603,1731.564453,1800.169434,3637.734131,3063.593018,2184.937988,LC8
9/17/2013,2013,9,17,260,2013.710959,LC8-2013-09-17,LC8-2013260ndvi,"2013,, 9/ 17",0.363846045,788.7966309,1141.491211,1208.081055,2589.996582,2252.62085,1570.98291,LC8
2/24/2014,2014,2,24,55,2014.149315,LC8-2014-02-24,LC8-2014055ndvi,"2014,, 2/ 24",0.16368485,1460.313721,1824.998169,2148.650635,2989.724854,2857.199951,2215.467529,LC8
4/13/2014,2014,4,13,103,2014.280822,LC8-2014-04-13,LC8-2014103ndvi,"2014,, 4/ 13",0.212030042,1040.5271,1374.152832,1565.411255,2407.865234,2630.12207,1929.191528,LC8
5/31/2014,2014,5,31,151,2014.412329,LC8-2014-05-31,LC8-2014151ndvi,"2014,, 5/ 31",0.432857956,814.9813843,1486.693848,1514.992065,3827.556885,2988.483643,2132.321777,LC8
7/2/2014,2014,7,2,183,2014.5,LC8-2014-07-02,LC8-2014183ndvi,"2014,, 7/  2",0.449996454,1041.797852,1410.331299,1378.370117,3633.852539,2679.811035,1680.299927,LC8
8/19/2014,2014,8,19,231,2014.631507,LC8-2014-08-19,LC8-2014231ndvi,"2014,, 8/ 19",0.419251731,974.9748535,1352.730591,1367.872192,3342.851074,2701.653076,1844.409058,LC8
9/4/2014,2014,9,4,247,2014.675342,LC8-2014-09-04,LC8-2014247ndvi,"2014,, 9/  4",0.619827459,744.8148193,1275.703735,1075.592651,4582.852051,2738.259277,1525.703735,LC8
7/21/2015,2015,7,21,202,2015.552055,LC8-2015-07-21,LC8-2015202ndvi,"2015,, 7/ 21",0.430631492,1100.213745,1489.421997,1484.358643,3729.693848,2879.919678,1929.921631,LC8
8/22/2015,2015,8,22,234,2015.639726,LC8-2015-08-22,LC8-2015234ndvi,"2015,, 8/ 22",0.370409112,986.4953003,1367.829712,1420.147461,3091.186768,2766.606445,1905.372803,LC8
9/7/2015,2015,9,7,250,2015.683562,LC8-2015-09-07,LC8-2015250ndvi,"2015,, 9/  7",0.394966701,880.6065063,1204.094482,1253.254395,2889.507324,2691.535645,1791.651367,LC8
9/23/2015,2015,9,23,266,2015.727397,LC8-2015-09-23,LC8-2015266ndvi,"2015,, 9/ 23",0.353102797,876.682251,1232.832275,1299.004883,2717.104248,2552.294922,1757.357788,LC8
4/2/2016,2016,4,2,93,2016.253425,LC8-2016-04-02,LC8-2016093ndvi,"2016,, 4/  2",0.286290842,1073.074341,1446.962036,1611.325317,2904.030273,3108.6875,2234.288574,LC8
4/18/2016,2016,4,18,109,2016.29726,LC8-2016-04-18,LC8-2016109ndvi,"2016,, 4/ 18",0.281572897,1075.681885,1486.608521,1646.013794,2936.25708,3113.976318,2279.856201,LC8
8/24/2016,2016,8,24,237,2016.647945,LC8-2016-08-24,LC8-2016237ndvi,"2016,, 8/ 24",0.426678147,753.887085,1010.57782,990.5305176,2464.877686,1863.347778,1199.198853,LC8
9/25/2016,2016,9,25,269,2016.735616,LC8-2016-09-25,LC8-2016269ndvi,"2016,, 9/ 25",0.375785636,956.9300537,1302.724731,1353.511353,2983.17627,2711.337646,1837.140381,LC8
11/12/2016,2016,11,12,317,2016.867123,LC8-2016-11-12,LC8-2016317ndvi,"2016,, 11/ 12",0.359450073,819.9604492,1112.897705,1207.969727,2563.694824,2460.510254,1690.723511,LC8
3/4/2017,2017,3,4,63,2017.171233,LC8-2017-03-04,LC8-2017063ndvi,"2017,, 3/  4",0.24141474,961.7996216,1281.998779,1494.281006,2445.371094,2622.080566,1917.562378,LC8
4/21/2017,2017,4,21,111,2017.30274,LC8-2017-04-21,LC8-2017111ndvi,"2017,, 4/ 21",0.400360617,877.6484985,1273.020508,1313.223022,3066.81958,2636.925781,1776.170776,LC8
5/7/2017,2017,5,7,127,2017.346575,LC8-2017-05-07,LC8-2017127ndvi,"2017,, 5/  7",0.466538711,858.4460449,1261.844727,1234.23999,3393.049805,2480.802246,1622.495361,LC8
5/23/2017,2017,5,23,143,2017.390411,LC8-2017-05-23,LC8-2017143ndvi,"2017,, 5/ 23",0.48642209,797.564209,1211.088379,1164.071289,3369.111572,2339.794189,1551.416626,LC8
6/8/2017,2017,6,8,159,2017.434247,LC8-2017-06-08,LC8-2017159ndvi,"2017,, 6/  8",0.484002676,1239.548218,1705.390991,1657.127075,4765.879395,3368.920898,2245.49707,LC8
8/11/2017,2017,8,11,223,2017.609589,LC8-2017-08-11,LC8-2017223ndvi,"2017,, 8/ 11",0.496807695,739.9298706,1204.181396,1172.997681,3489.226563,2521.434082,1553.285278,LC8
10/14/2017,2017,10,14,287,2017.784932,LC8-2017-10-14,LC8-2017287ndvi,"2017,, 10/ 14",0.406550708,676.3024292,1010.360413,1061.130981,2515.016113,2381.781494,1544.707275,LC8
12/1/2017,2017,12,1,335,2017.916438,LC8-2017-12-01,LC8-2017335ndvi,"2017,, 12/  1",0.363530053,582.1280518,846.8354492,1002.968933,2148.692627,1846.681396,1156.044678,LC8
3/23/2018,2018,3,23,82,2018.223288,LC8-2018-03-23,LC8-2018082ndvi,"2018,, 3/ 23",0.218209741,1101.682495,1367.239502,1598.222168,2490.39917,2422.002441,1708.683105,LC8
7/13/2018,2018,7,13,194,2018.530137,LC8-2018-07-13,LC8-2018194ndvi,"2018,, 7/ 13",0.502227268,821.5825195,1225.431763,1217.178955,3673.321777,2731.109131,1780.931641,LC8
7/29/2018,2018,7,29,210,2018.573973,LC8-2018-07-29,LC8-2018210ndvi,"2018,, 7/ 29",0.491404689,915.5167847,1303.87439,1289.963257,3782.687744,2865.905762,1839.197998,LC8
1/5/2019,2019,1,5,5,2019.012329,LC8-2019-01-05,LC8-2019005ndvi,"2019,, 1/  5",0.357090375,582.055603,857.6876221,1006.91333,2125.450195,1993.870239,1262.382446,LC8
3/26/2019,2019,3,26,85,2019.231507,LC8-2019-03-26,LC8-2019085ndvi,"2019,, 3/ 26",0.246624503,944.1243896,1226.528809,1468.48877,2429.935791,2777.457275,1978.948608,LC8
4/27/2019,2019,4,27,117,2019.319178,LC8-2019-04-27,LC8-2019117ndvi,"2019,, 4/ 27",0.422321522,781.3959961,1141.077393,1183.446289,2913.802734,2518.743896,1695.636597,LC8
6/14/2019,2019,6,14,165,2019.450685,LC8-2019-06-14,LC8-2019165ndvi,"2019,, 6/ 14",0.55607303,716.8173828,1088.251465,1017.001465,3564.839844,2329.945313,1437.002441,LC8
9/18/2019,2019,9,18,261,2019.713699,LC8-2019-09-18,LC8-2019261ndvi,"2019,, 9/ 18",0.798984745,259.8364258,543.505188,401.8944092,3596.751465,2126.672852,1008.861267,LC8
12/7/2019,2019,12,7,341,2019.932877,LC8-2019-12-07,LC8-2019341ndvi,"2019,, 12/  7",0.539677274,486.2813416,805.1099854,976.1278687,3264.930908,2683.117676,1539.946289,LC8
12/23/2019,2019,12,23,357,2019.976712,LC8-2019-12-23,LC8-2019357ndvi,"2019,, 12/ 23",0.318077992,633.5480347,900.0940552,1086.974731,2100.999023,2107.250977,1356.165527,LC8
6/16/2020,2020,6,16,168,2020.458904,LC8-2020-06-16,LC8-2020168ndvi,"2020,, 6/ 16",0.789006864,145.9193726,379.0872803,240.2355804,2036.953003,857.6157837,453.6361084,LC8
7/18/2020,2020,7,18,200,2020.546575,LC8-2020-07-18,LC8-2020200ndvi,"2020,, 7/ 18",0.496460658,822.1837769,1167.2948,1148.521729,3413.273682,2747.183594,1783.786255,LC8
8/19/2020,2020,8,19,232,2020.634247,LC8-2020-08-19,LC8-2020232ndvi,"2020,, 8/ 19",0.457347575,845.8000488,1156.388916,1180.230835,3169.628418,2800.114258,1855.850098,LC8
9/4/2020,2020,9,4,248,2020.678082,LC8-2020-09-04,LC8-2020248ndvi,"2020,, 9/  4",0.734409787,346.7874451,636.2952881,512.5078735,3346.880371,2140.288086,1111.158203,LC8
9/20/2020,2020,9,20,264,2020.721918,LC8-2020-09-20,LC8-2020264ndvi,"2020,, 9/ 20",0.484388901,717.7088623,1024.026367,1029.378662,2963.470459,2485.115479,1655.062378,LC8
